Season,Gamecode,NUM_ANOT,TEAM,ID_PLAYER,PLAYER,ID_ACTION,ACTION,POINTS,COORD_X,COORD_Y,ZONE,FASTBREAK,SECOND_CHANCE,POINTS_OFF_TURNOVER,MINUTE,CONSOLE,POINTS_A,POINTS_B,UTC
2025,405,4,PAM,P007527,"BADIO, BRANCOU",2FGA,Missed Two Pointer,0,-257,332,D,0,0,0,1,09:40,0,0,20260522180150
2025,405,11,PAM,P010042,"MONTERO, JEAN",2FGA,Missed Two Pointer,0,-150,69,B,0,0,0,1,09:18,0,0,20260522180253
2025,405,13,PAM,P010393,"PRADILLA, JAIME",3FGA,Missed Three Pointer,0,12,765,I,0,0,0,1,09:13,0,0,20260522180258
2025,405,15,MAD,P005928,"CAMPAZZO, FACUNDO",3FGA,Missed Three Pointer,0,508,533,I,0,0,0,1,09:02,0,0,20260522180310
2025,405,18,PAM,P010393,"PRADILLA, JAIME",2FGM,Two Pointer,2,0,194,B,0,0,0,2,08:50,2,0,20260522180321
2025,405,19,MAD,P003733,"ABALDE, ALBERTO",3FGM,Three Pointer,3,-583,464,H,0,0,0,2,08:35,2,3,20260522180337
2025,405,21,PAM,P007527,"BADIO, BRANCOU",3FGA,Missed Three Pointer,0,-451,664,H,0,0,0,2,08:26,2,3,20260522180345
2025,405,23,MAD,P003108,"HEZONJA, MARIO",3FGM,Three Pointer,3,595,464,I,0,0,0,2,08:12,2,6,20260522180359
2025,405,26,PAM,P010393,"PRADILLA, JAIME",2FGA,Missed Two Pointer,0,106,169,C,0,0,0,3,07:53,2,6,20260522180419
2025,405,28,PAM,P011217,"TAYLOR, KAMERON",3FGA,Missed Three Pointer,0,-595,514,H,0,0,0,3,07:48,2,6,20260522180424
2025,405,34,MAD,P003108,"HEZONJA, MARIO",2FGM,Two Pointer,2,50,282,E,0,0,0,3,07:23,2,8,20260522180519
2025,405,35,PAM,P011217,"TAYLOR, KAMERON",2FGM,Two Pointer,2,-138,56,B,0,0,0,3,08:00,4,8,20260522180542
2025,405,37,MAD,P003733,"ABALDE, ALBERTO",2FGM,Two Pointer,2,-106,75,B,0,0,0,4,06:37,4,10,20260522180606
2025,405,38,PAM,P011217,"TAYLOR, KAMERON",2FGM,Two Pointer,2,-138,37,B,0,0,0,4,06:24,6,10,20260522180619
2025,405,39,MAD,P003108,"HEZONJA, MARIO",3FGM,Three Pointer,3,-614,414,H,0,0,0,4,06:05,6,13,20260522180638
2025,405,42,PAM,P010042,"MONTERO, JEAN",3FGA,Missed Three Pointer,0,-614,414,H,0,0,0,5,05:53,6,13,20260522180650
2025,405,46,MAD,P005928,"CAMPAZZO, FACUNDO",3FGA,Missed Three Pointer,0,94,752,I,0,0,0,5,05:47,6,13,20260522180656
2025,405,48,PAM,P012738,"REUVERS, NATHAN",2FGM,Two Pointer,2,69,112,C,0,0,0,5,05:31,8,13,20260522180712
2025,405,50,MAD,P003108,"HEZONJA, MARIO",2FGA,Missed Two Pointer,0,144,269,E,0,0,0,5,05:08,8,13,20260522180735
2025,405,66,PAM,P010545,"SAKO, NEAL",2FGM,Two Pointer,2,-6,37,B,0,0,0,6,04:48,10,13,20260522181002
2025,405,71,PAM,P014168,"KEY, BRAXTON",3FGM,Three Pointer,3,-476,614,H,0,0,1,6,04:19,13,13,20260522181108
2025,405,74,MAD,P014117,"LYLES, TREY",2FGA,Missed Two Pointer,0,138,69,C,0,0,0,7,03:57,13,13,20260522181131
2025,405,76,MAD,P003733,"ABALDE, ALBERTO",2FGA,Missed Two Pointer,0,-75,144,B,0,0,0,7,03:55,13,13,20260522181133
2025,405,78,PAM,P011217,"TAYLOR, KAMERON",2FGM,Two Pointer,2,69,125,C,0,0,0,7,03:45,15,13,20260522181142
2025,405,79,MAD,P009005,"DECK, GABRIEL",2FGM,Two Pointer,2,-100,87,B,0,0,0,7,03:34,15,15,20260522181154
2025,405,86,PAM,P011217,"TAYLOR, KAMERON",2FGM,Two Pointer,2,62,294,E,0,0,0,7,03:14,17,15,20260522181248
2025,405,88,MAD,P007027,"MALEDON, THEO",2FGA,Missed Two Pointer,0,-94,100,B,0,0,0,8,02:59,17,15,20260522181306
2025,405,92,MAD,P014117,"LYLES, TREY",2FGA,Missed Two Pointer,0,-414,37,D,0,0,0,8,02:55,17,15,20260522181337
2025,405,94,MAD,P009005,"DECK, GABRIEL",2FGM,Two Pointer,2,62,138,C,0,1,0,8,02:52,17,17,20260522181341
2025,405,95,PAM,P010545,"SAKO, NEAL",2FGM,Two Pointer,2,-125,125,B,0,0,0,8,02:39,19,17,20260522181353
2025,405,103,MAD,P009005,"DECK, GABRIEL",FTM,Free Throw In,1,-1,-1, ,0,0,0,8,02:19,19,18,20260522181451
2025,405,105,MAD,P009005,"DECK, GABRIEL",FTM,Free Throw In,1,-1,-1, ,0,0,0,8,02:19,19,19,20260522181507
2025,405,106,PAM,P010750,"DE LARREA, SERGIO",3FGM,Three Pointer,3,420,589,I,0,0,0,8,02:10,22,19,20260522181518
2025,405,108,MAD,P007027,"MALEDON, THEO",2FGM,Two Pointer,2,0,131,B,0,0,0,9,01:56,22,21,20260522181532
2025,405,109,PAM,P014168,"KEY, BRAXTON",2FGM,Two Pointer,2,-43,169,B,0,0,0,9,01:39,24,21,20260522181549
2025,405,111,MAD,P014117,"LYLES, TREY",3FGA,Missed Three Pointer,0,-621,414,H,0,0,0,9,01:17,24,21,20260522181611
2025,405,113,PAM,P010750,"DE LARREA, SERGIO",2FGA,Missed Two Pointer,0,432,50,E,0,0,0,9,01:08,24,21,20260522181620
2025,405,119,MAD,P007027,"MALEDON, THEO",FTM,Free Throw In,1,-1,-1, ,1,0,0,9,01:02,24,22,20260522181705
2025,405,121,MAD,P007027,"MALEDON, THEO",FTM,Free Throw In,1,-1,-1, ,1,0,0,9,01:02,24,23,20260522181723
2025,405,125,PAM,P014168,"KEY, BRAXTON",2FGM,Two Pointer,2,-106,87,B,0,0,0,10,00:39,26,23,20260522181811
2025,405,127,MAD,P014117,"LYLES, TREY",3FGM,Three Pointer,3,677,-18,I,0,0,0,10,00:16,26,26,20260522181833
2025,405,129,PAM,P014168,"KEY, BRAXTON",2FGM,Two Pointer,2,43,94,C,0,0,0,10,00:02,28,26,20260522181848
2025,405,136,MAD,P007630,"GARUBA, USMAN",2FGA,Missed Two Pointer,0,-112,138,B,0,0,0,11,09:45,28,26,20260522182135
2025,405,138,PAM,P011217,"TAYLOR, KAMERON",2FGA,Missed Two Pointer,0,-75,43,B,0,0,0,11,09:27,28,26,20260522182154
2025,405,140,MAD,P014117,"LYLES, TREY",3FGM,Three Pointer,3,-677,138,H,1,0,0,11,09:20,28,29,20260522182200
2025,405,142,PAM,P010393,"PRADILLA, JAIME",3FGA,Missed Three Pointer,0,696,-81,I,0,0,0,11,09:03,28,29,20260522182217
2025,405,145,PAM,P010042,"MONTERO, JEAN",3FGA,Missed Three Pointer,0,-326,664,H,0,0,0,12,08:57,28,29,20260522182223
2025,405,147,MAD,P011247,"FELIZ, ANDRES",2FGA,Missed Two Pointer,0,-50,163,B,0,0,0,12,08:50,28,29,20260522182230
2025,405,151,MAD,P014117,"LYLES, TREY",2FGM,Two Pointer,2,-169,244,D,0,1,0,12,08:42,28,31,20260522182305
2025,405,152,PAM,P010393,"PRADILLA, JAIME",3FGM,Three Pointer,3,690,-50,I,0,0,0,12,08:30,31,31,20260522182316
2025,405,156,MAD,P007027,"MALEDON, THEO",2FGA,Missed Two Pointer,0,131,200,E,0,0,0,12,08:18,31,31,20260522182355
2025,405,158,MAD,P009005,"DECK, GABRIEL",2FGM,Two Pointer,2,-100,112,B,0,1,0,12,08:13,31,33,20260522182401
2025,405,160,PAM,P014115,"MOORE, OMARI",2FGA,Missed Two Pointer,0,112,106,C,0,0,0,12,09:00,31,33,20260522182414
2025,405,163,PAM,P010042,"MONTERO, JEAN",3FGM,Three Pointer,3,0,715,H,0,1,0,13,07:55,34,33,20260522182419
2025,405,169,PAM,P010042,"MONTERO, JEAN",FTM,Free Throw In,1,-1,-1, ,0,1,0,13,07:55,35,33,20260522182453
2025,405,170,MAD,P011247,"FELIZ, ANDRES",3FGM,Three Pointer,3,-690,100,H,0,0,0,13,07:34,35,36,20260522182518
2025,405,171,PAM,P010042,"MONTERO, JEAN",2FGA,Missed Two Pointer,0,-150,213,D,0,0,0,13,07:24,35,36,20260522182529
2025,405,173,MAD,P011247,"FELIZ, ANDRES",3FGM,Three Pointer,3,564,508,I,1,0,0,13,07:18,35,39,20260522182534
2025,405,176,PAM,P010042,"MONTERO, JEAN",3FGA,Missed Three Pointer,0,326,646,I,0,0,0,14,06:56,35,39,20260522182556
2025,405,187,MAD,P003108,"HEZONJA, MARIO",3FGA,Missed Three Pointer,0,-696,-6,H,0,0,0,14,06:38,35,39,20260522182713
2025,405,189,PAM,P010393,"PRADILLA, JAIME",3FGA,Missed Three Pointer,0,-483,614,H,0,0,0,14,06:31,35,39,20260522182720
2025,405,197,PAM,P007527,"BADIO, BRANCOU",2FGA,Missed Two Pointer,0,332,276,E,0,0,0,14,06:07,35,39,20260522183112
2025,405,200,MAD,P007630,"GARUBA, USMAN",2FGM,Two Pointer,2,-25,131,B,0,0,0,15,05:55,35,41,20260522183124
2025,405,202,PAM,P007527,"BADIO, BRANCOU",3FGA,Missed Three Pointer,0,664,-56,I,0,0,0,15,05:44,35,41,20260522183136
2025,405,204,MAD,P014006,"OKEKE, CHUMA",3FGM,Three Pointer,3,-671,232,H,0,0,0,15,05:25,35,44,20260522183155
2025,405,216,MAD,P005928,"CAMPAZZO, FACUNDO",3FGM,Three Pointer,3,370,646,I,0,0,1,16,04:57,35,47,20260522183417
2025,405,217,PAM,P014168,"KEY, BRAXTON",2FGM,Two Pointer,2,-12,12,A,0,0,0,16,04:43,37,47,20260522183431
2025,405,226,MAD,P005928,"CAMPAZZO, FACUNDO",FTM,Free Throw In,1,-1,-1, ,0,0,0,16,04:36,37,48,20260522183521
2025,405,227,MAD,P005928,"CAMPAZZO, FACUNDO",FTM,Free Throw In,1,-1,-1, ,0,0,0,16,04:36,37,49,20260522183535
2025,405,230,PAM,P007527,"BADIO, BRANCOU",2FGM,Two Pointer,2,-131,106,B,0,0,0,16,04:19,39,49,20260522183611
2025,405,232,MAD,P014117,"LYLES, TREY",2FGM,Two Pointer,2,6,18,A,0,0,0,17,03:57,39,51,20260522183633
2025,405,234,PAM,P012738,"REUVERS, NATHAN",2FGM,Two Pointer,2,12,37,C,0,0,0,17,03:43,41,51,20260522183647
2025,405,236,MAD,P014006,"OKEKE, CHUMA",3FGA,Missed Three Pointer,0,658,194,I,0,0,0,17,03:25,41,51,20260522183705
2025,405,243,PAM,P012738,"REUVERS, NATHAN",FTM,Free Throw In,1,-1,-1, ,1,0,0,17,03:20,42,51,20260522183914
2025,405,245,PAM,P012738,"REUVERS, NATHAN",FTM,Free Throw In,1,-1,-1, ,1,0,0,17,03:20,43,51,20260522183941
2025,405,246,MAD,P014117,"LYLES, TREY",3FGM,Three Pointer,3,-351,677,H,0,0,0,17,03:09,43,54,20260522183956
2025,405,249,PAM,P010042,"MONTERO, JEAN",2FGM,Two Pointer,2,-62,131,B,1,0,0,18,02:59,45,54,20260522184006
2025,405,250,MAD,P005928,"CAMPAZZO, FACUNDO",3FGM,Three Pointer,3,-539,495,H,0,0,0,18,02:44,45,57,20260522184020
2025,405,251,PAM,P012738,"REUVERS, NATHAN",2FGM,Two Pointer,2,-75,75,B,0,0,0,18,02:31,47,57,20260522184034
2025,405,253,MAD,P003108,"HEZONJA, MARIO",2FGM,Two Pointer,2,-112,62,B,0,0,0,18,02:12,47,59,20260522184053
2025,405,255,PAM,P014168,"KEY, BRAXTON",2FGM,Two Pointer,2,12,225,C,0,0,0,19,01:55,49,59,20260522184109
2025,405,265,PAM,P010042,"MONTERO, JEAN",FTM,Free Throw In,1,-1,-1, ,0,0,1,19,01:32,50,59,20260522184215
2025,405,266,PAM,P010042,"MONTERO, JEAN",FTM,Free Throw In,1,-1,-1, ,0,0,1,19,01:32,51,59,20260522184234
2025,405,267,MAD,PTGB,"LLULL, SERGIO",3FGA,Missed Three Pointer,0,621,395,I,0,0,0,19,01:18,51,59,20260522184250
2025,405,271,MAD,P014117,"LYLES, TREY",3FGA,Missed Three Pointer,0,-589,451,H,0,0,0,19,02:00,51,59,20260522184334
2025,405,274,PAM,P010042,"MONTERO, JEAN",3FGA,Missed Three Pointer,0,-445,589,H,0,0,0,20,00:51,51,59,20260522184343
2025,405,276,PAM,P010545,"SAKO, NEAL",2FGM,Two Pointer,2,12,18,A,0,1,0,20,00:44,53,59,20260522184351
2025,405,278,MAD,P003108,"HEZONJA, MARIO",2FGM,Two Pointer,2,87,75,C,0,0,0,20,00:28,53,61,20260522184406
2025,405,286,MAD,P003108,"HEZONJA, MARIO",FTM,Free Throw In,1,-1,-1, ,0,0,0,20,00:28,53,62,20260522184459
2025,405,289,PAM,P010042,"MONTERO, JEAN",3FGM,Three Pointer,3,-451,589,H,0,0,0,20,00:05,56,62,20260522184545
2025,405,300,MAD,P005928,"CAMPAZZO, FACUNDO",3FGA,Missed Three Pointer,0,62,771,I,0,0,0,20,01:00,56,62,20260522184942
2025,405,314,MAD,P003108,"HEZONJA, MARIO",2FGM,Two Pointer,2,81,69,C,0,0,0,21,09:46,56,64,20260522190528
2025,405,315,PAM,P014168,"KEY, BRAXTON",2FGA,Missed Two Pointer,0,125,94,C,0,0,0,21,09:34,56,64,20260522190539
2025,405,317,MAD,P007630,"GARUBA, USMAN",2FGA,Missed Two Pointer,0,-156,150,B,0,0,0,21,09:18,56,64,20260522190556
2025,405,319,MAD,P014006,"OKEKE, CHUMA",3FGA,Missed Three Pointer,0,-696,357,H,0,0,0,21,09:12,56,64,20260522190602
2025,405,321,PAM,P011217,"TAYLOR, KAMERON",3FGM,Three Pointer,3,577,382,I,1,0,0,21,09:03,59,64,20260522190611
2025,405,324,MAD,P003108,"HEZONJA, MARIO",2FGM,Two Pointer,2,-112,138,B,0,0,0,22,08:45,59,66,20260522190629
2025,405,327,MAD,P003733,"ABALDE, ALBERTO",3FGA,Missed Three Pointer,0,-627,307,H,0,0,0,22,08:28,59,66,20260522190647
2025,405,329,PAM,P010042,"MONTERO, JEAN",2FGA,Missed Two Pointer,0,0,294,D,0,0,0,22,08:16,59,66,20260522190658
2025,405,331,MAD,P003733,"ABALDE, ALBERTO",3FGA,Missed Three Pointer,0,-677,31,H,0,0,0,22,09:00,59,66,20260522190714
2025,405,337,MAD,P003108,"HEZONJA, MARIO",2FGA,Missed Two Pointer,0,332,56,E,0,0,0,23,07:26,59,66,20260522190807
2025,405,339,MAD,P014006,"OKEKE, CHUMA",2FGM,Two Pointer,2,12,94,C,0,1,1,23,07:23,59,68,20260522190810
2025,405,340,PAM,P007527,"BADIO, BRANCOU",3FGA,Missed Three Pointer,0,595,426,I,0,0,0,23,07:09,59,68,20260522190824
2025,405,347,MAD,P014006,"OKEKE, CHUMA",3FGA,Missed Three Pointer,0,-690,31,H,0,0,0,24,06:49,59,68,20260522190907
2025,405,353,PAM,P007527,"BADIO, BRANCOU",2FGM,Two Pointer,2,-81,106,B,0,0,1,24,06:24,61,68,20260522190952
2025,405,358,MAD,P003108,"HEZONJA, MARIO",FTM,Free Throw In,1,-1,-1, ,0,0,0,24,06:04,61,69,20260522191048
2025,405,360,MAD,P003108,"HEZONJA, MARIO",FTM,Free Throw In,1,-1,-1, ,0,0,0,24,06:04,61,70,20260522191106
2025,405,362,PAM,P011078,"THOMPSON, DARIUS",3FGM,Three Pointer,3,664,244,I,0,0,0,25,05:51,64,70,20260522191123
2025,405,364,MAD,P005928,"CAMPAZZO, FACUNDO",2FGA,Missed Two Pointer,0,-125,81,B,0,0,0,25,05:31,64,70,20260522191143
2025,405,366,MAD,P003108,"HEZONJA, MARIO",3FGA,Missed Three Pointer,0,-50,721,H,0,0,0,25,05:19,64,70,20260522191154
2025,405,373,PAM,P010393,"PRADILLA, JAIME",2FGM,Two Pointer,2,125,112,C,0,0,0,26,04:54,66,70,20260522191638
2025,405,374,MAD,P003108,"HEZONJA, MARIO",3FGM,Three Pointer,3,-589,577,H,0,0,0,26,04:36,66,73,20260522191656
2025,405,376,PAM,P010042,"MONTERO, JEAN",2FGM,Two Pointer,2,131,94,C,0,0,0,26,04:21,68,73,20260522191711
2025,405,389,MAD,P009005,"DECK, GABRIEL",3FGA,Missed Three Pointer,0,683,-31,I,0,0,0,27,03:49,68,73,20260522192001
2025,405,391,MAD,P014117,"LYLES, TREY",3FGA,Missed Three Pointer,0,608,370,I,0,0,0,27,03:42,68,73,20260522192008
2025,405,393,MAD,P009005,"DECK, GABRIEL",2FGM,Two Pointer,2,-106,81,B,0,1,0,27,03:42,68,75,20260522192011
2025,405,402,PAM,P011078,"THOMPSON, DARIUS",2FGA,Missed Two Pointer,0,-282,301,D,0,0,0,27,03:21,68,75,20260522192109
2025,405,404,MAD,P007027,"MALEDON, THEO",2FGM,Two Pointer,2,-112,100,B,0,0,0,27,03:09,68,77,20260522192121
2025,405,410,PAM,P010393,"PRADILLA, JAIME",2FGM,Two Pointer,2,-100,119,B,0,0,0,28,02:42,70,77,20260522192218
2025,405,411,MAD,P003108,"HEZONJA, MARIO",3FGA,Missed Three Pointer,0,-382,991,H,0,0,0,28,02:22,70,77,20260522192239
2025,405,413,PAM,P011078,"THOMPSON, DARIUS",3FGA,Missed Three Pointer,0,-652,357,H,0,0,0,28,02:15,70,77,20260522192246
2025,405,415,MAD,P011247,"FELIZ, ANDRES",2FGA,Missed Two Pointer,0,-100,106,B,0,0,0,28,02:06,70,77,20260522192254
2025,405,417,MAD,P011247,"FELIZ, ANDRES",2FGA,Missed Two Pointer,0,-87,81,B,0,0,0,28,02:02,70,77,20260522192258
2025,405,422,MAD,P007027,"MALEDON, THEO",3FGM,Three Pointer,3,-238,727,H,0,1,0,29,01:54,70,80,20260522192306
2025,405,424,PAM,P011078,"THOMPSON, DARIUS",3FGA,Missed Three Pointer,0,589,420,I,0,0,0,29,01:44,70,80,20260522192317
2025,405,434,MAD,P009005,"DECK, GABRIEL",2FGA,Missed Two Pointer,0,112,106,C,0,0,0,29,01:41,70,80,20260522192419
2025,405,438,MAD,P011247,"FELIZ, ANDRES",FTM,Free Throw In,1,-1,-1, ,0,1,0,29,01:39,70,81,20260522192503
2025,405,439,MAD,P011247,"FELIZ, ANDRES",FTM,Free Throw In,1,-1,-1, ,0,1,0,29,01:39,70,82,20260522192516
2025,405,440,PAM,P010042,"MONTERO, JEAN",3FGA,Missed Three Pointer,0,-18,859,H,0,0,0,29,01:22,70,82,20260522192535
2025,405,442,PAM,P010750,"DE LARREA, SERGIO",3FGA,Missed Three Pointer,0,664,232,I,0,0,0,29,01:15,70,82,20260522192542
2025,405,448,MAD,P007027,"MALEDON, THEO",FTM,Free Throw In,1,-1,-1, ,0,0,0,29,01:04,70,83,20260522192626
2025,405,449,MAD,P007027,"MALEDON, THEO",FTM,Free Throw In,1,-1,-1, ,0,0,0,29,01:04,70,84,20260522192640
2025,405,453,PAM,P010444,"COSTELLO, MATTHEW",2FGA,Missed Two Pointer,0,194,175,E,0,0,0,30,00:39,70,84,20260522192759
2025,405,455,MAD,P011247,"FELIZ, ANDRES",2FGM,Two Pointer,2,87,106,C,1,0,0,30,00:31,70,86,20260522192807
2025,405,456,PAM,P010444,"COSTELLO, MATTHEW",3FGM,Three Pointer,3,250,708,I,0,0,0,30,00:11,73,86,20260522192827
2025,405,458,MAD,P007027,"MALEDON, THEO",3FGA,Missed Three Pointer,0,464,552,I,0,0,0,30,01:00,73,86,20260522192839
2025,405,470,PAM,P010042,"MONTERO, JEAN",2FGA,Missed Two Pointer,0,244,307,E,0,0,0,31,09:36,73,86,20260522193306
2025,405,482,MAD,P011247,"FELIZ, ANDRES",2FGA,Missed Two Pointer,0,144,163,C,0,0,0,32,08:46,73,86,20260522193617
2025,405,486,PAM,P014168,"KEY, BRAXTON",2FGA,Missed Two Pointer,0,-163,181,D,0,0,0,32,08:32,73,86,20260522193632
2025,405,490,PAM,P012738,"REUVERS, NATHAN",3FGM,Three Pointer,3,664,282,I,0,1,0,32,08:25,76,86,20260522193638
2025,405,492,MAD,P003108,"HEZONJA, MARIO",2FGA,Missed Two Pointer,0,464,12,G,0,0,0,32,08:04,76,86,20260522193721
2025,405,499,MAD,P009005,"DECK, GABRIEL",FTM,Free Throw In,1,-1,-1, ,1,0,1,33,07:52,76,87,20260522193806
2025,405,501,MAD,P009005,"DECK, GABRIEL",FTM,Free Throw In,1,-1,-1, ,1,0,1,33,07:52,76,88,20260522193830
2025,405,504,PAM,P007527,"BADIO, BRANCOU",2FGA,Missed Two Pointer,0,232,489,G,0,0,0,33,07:19,76,88,20260522193932
2025,405,506,MAD,P007027,"MALEDON, THEO",2FGA,Missed Two Pointer,0,-125,69,B,0,0,0,33,07:10,76,88,20260522193941
2025,405,509,MAD,P011247,"FELIZ, ANDRES",2FGA,Missed Two Pointer,0,-100,106,B,0,0,0,34,06:56,76,88,20260522193956
2025,405,515,MAD,P009005,"DECK, GABRIEL",2FGA,Missed Two Pointer,0,602,75,G,0,0,0,34,06:54,76,88,20260522194033
2025,405,517,PAM,P012738,"REUVERS, NATHAN",2FGM,Two Pointer,2,0,18,A,0,0,1,34,06:37,78,88,20260522194111
2025,405,519,MAD,P009005,"DECK, GABRIEL",2FGA,Missed Two Pointer,0,-75,200,B,0,0,0,34,06:13,78,88,20260522194134
2025,405,523,PAM,P012738,"REUVERS, NATHAN",2FGM,Two Pointer,2,6,18,A,1,0,0,34,06:08,80,88,20260522194142
2025,405,534,MAD,P009005,"DECK, GABRIEL",2FGA,Missed Two Pointer,0,-119,106,B,0,0,0,35,05:48,80,88,20260522194341
2025,405,536,MAD,P009005,"DECK, GABRIEL",3FGA,Missed Three Pointer,0,715,-56,I,0,0,0,35,05:35,80,88,20260522194353
2025,405,538,PAM,P011217,"TAYLOR, KAMERON",3FGA,Missed Three Pointer,0,627,357,I,0,0,0,35,05:26,80,88,20260522194402
2025,405,540,MAD,P005928,"CAMPAZZO, FACUNDO",2FGA,Missed Two Pointer,0,0,169,B,0,0,0,35,05:10,80,88,20260522194419
2025,405,550,MAD,P011247,"FELIZ, ANDRES",3FGM,Three Pointer,3,564,439,I,0,0,1,36,04:37,80,91,20260522194543
2025,405,556,PAM,P010042,"MONTERO, JEAN",2FGA,Missed Two Pointer,0,-238,445,F,0,0,0,36,04:10,80,91,20260522194647
2025,405,564,MAD,P011247,"FELIZ, ANDRES",3FGA,Missed Three Pointer,0,25,746,I,0,0,0,37,03:32,80,91,20260522194819
2025,405,566,MAD,P005928,"CAMPAZZO, FACUNDO",3FGA,Missed Three Pointer,0,-683,12,H,0,0,0,37,03:21,80,91,20260522194830
2025,405,570,PAM,P010393,"PRADILLA, JAIME",FTM,Free Throw In,1,-1,-1, ,0,0,0,37,03:05,81,91,20260522194918
2025,405,578,MAD,P009005,"DECK, GABRIEL",2FGM,Two Pointer,2,-106,87,B,0,0,1,38,02:29,81,93,20260522195015
2025,405,590,PAM,P011217,"TAYLOR, KAMERON",3FGA,Missed Three Pointer,0,583,470,I,0,0,0,38,02:11,81,93,20260522195210
2025,405,595,PAM,P010042,"MONTERO, JEAN",2FGM,Two Pointer,2,-112,50,B,1,0,1,39,01:54,83,93,20260522195229
2025,405,597,MAD,P011247,"FELIZ, ANDRES",2FGM,Two Pointer,2,75,112,C,0,0,0,39,01:45,83,95,20260522195419
2025,405,599,PAM,P010393,"PRADILLA, JAIME",3FGM,Three Pointer,3,702,-43,I,0,0,0,39,01:35,86,95,20260522195429
2025,405,601,MAD,P014117,"LYLES, TREY",2FGM,Two Pointer,2,-119,50,B,1,0,0,39,01:36,86,97,20260522195442
2025,405,603,PAM,P010393,"PRADILLA, JAIME",2FGA,Missed Two Pointer,0,-100,156,B,0,0,0,39,01:15,86,97,20260522195459
2025,405,610,MAD,P014117,"LYLES, TREY",FTM,Free Throw In,1,-1,-1, ,0,0,0,40,00:53,86,98,20260522195606
2025,405,612,MAD,P014117,"LYLES, TREY",FTM,Free Throw In,1,-1,-1, ,0,0,0,40,00:53,86,99,20260522195625
2025,405,613,PAM,P007527,"BADIO, BRANCOU",2FGM,Two Pointer,2,138,75,C,0,0,0,40,00:44,88,99,20260522195635
2025,405,618,MAD,P007027,"MALEDON, THEO",FTM,Free Throw In,1,-1,-1, ,0,0,0,40,00:43,88,100,20260522195732
2025,405,619,PAM,P010393,"PRADILLA, JAIME",2FGM,Two Pointer,2,50,131,C,0,0,0,40,00:34,90,100,20260522195744
2025,405,621,MAD,P009005,"DECK, GABRIEL",2FGM,Two Pointer,2,87,112,C,0,0,0,40,00:25,90,102,20260522195759
2025,405,622,PAM,P010042,"MONTERO, JEAN",3FGA,Missed Three Pointer,0,-257,734,H,0,0,0,40,00:22,90,102,20260522195806
2025,405,631,MAD,P003108,"HEZONJA, MARIO",FTM,Free Throw In,1,-1,-1, ,0,0,0,40,00:19,90,103,20260522195922
2025,405,632,MAD,P003108,"HEZONJA, MARIO",FTM,Free Throw In,1,-1,-1, ,0,0,0,40,00:19,90,104,20260522195942
2025,405,633,MAD,P003108,"HEZONJA, MARIO",FTM,Free Throw In,1,-1,-1, ,0,0,0,40,00:19,90,105,20260522195958
2025,405,636,PAM,P014168,"KEY, BRAXTON",3FGA,Missed Three Pointer,0,-169,715,H,0,0,0,40,00:13,90,105,20260522200021
